		corr
Col4a2	Gprc5a	0.5020884736231567
Col4a2	Tmem37	0.5826948425231985
Col4a2	Lgals3	0.5331721590674139
Col4a2	Msn	0.5091703098295
Col4a2	Hopx	0.559006898883215
Col4a2	Cryab	0.5075530411791443
Col4a2	Agrn	0.5230356955047791
Col4a2	Lmo7	0.5191923372253343
Col4a2	Lamc2	0.5135812209144025
Col4a2	Sparc	0.5048302014973188
Col4a2	Limch1	0.5164199432436869
Col4a2	Msln	0.5376692036156551
Col4a2	Psat1	0.5143769551865489
Cux1	Akap5	0.6713479613719735
Cux1	Cav1	0.6855678988582445
Cux1	Fstl1	0.603353704952937
Cux1	S100a6	0.666462518263083
Cux1	Col4a3	0.6126497600335911
Cux1	Clic5	0.6121073903610268
Cux1	Pdpn	0.7047745606661604
Cux1	Tspan8	0.6073486942868768
Cux1	Dpysl2	0.6728398310001805
Cux1	Emp2	0.6215722835714448
Cux1	Ager	0.6164922127814524
Cux1	Rtkn2	0.6544967003689506
Cux1	Pmp22	0.6065147952235841
Cux1	Gprc5a	0.600214829787452
Cux1	Itgb6	0.5182381214440444
Cux1	Sdpr	0.6053425718526276
Cux1	Tmem37	0.5024562703743131
Cux1	Lgals3	0.5687226443475925
Cux1	Msn	0.6215494999074076
Cux1	Timp3	0.5484196214678906
Cux1	Rpl36	0.5060685855353033
Cux1	Cldn18	0.5781570812278939
Cux1	Hopx	0.6898484786724399
Cux1	Cryab	0.5229987370940743
Cux1	Tmem213	0.5487224998012115
Cux1	Agrn	0.5372263948227741
Cux1	Lmo7	0.5302839706538004
Cux1	Qk	0.5912346760908624
Cux1	Ahnak	0.6233185352985644
Cux1	Clic3	0.5733345798097671
Cux1	Rgcc	0.5146632928358479
Cux1	Col4a4	0.6223445942780417
Cux1	Sparc	0.5424871167719061
Cux1	Limch1	0.5465099920119124
Cux1	Ptrf	0.522751713435482
Cux1	Gja1	0.5128508420573122
Cux1	Gsn	0.5323347851028537
Cux1	Cnn2	0.5564404888596038
Cux1	Fbln5	0.5479654257480231
Cux1	Col4a1	0.5385020211762555
Cux1	Msln	0.5612441396119406
Cux1	Myh9	0.6071597080827256
Pi4k2b	Sftpa1	0.5183094615421604
Pi4k2b	Slc34a2	0.5310336688885033
Pi4k2b	Cxcl15	0.55411828241016
Pi4k2b	Chil1	0.5760719774219634
Pi4k2b	Hc	0.5684688130093227
Pi4k2b	Sftpb	0.5531672462535
Pi4k2b	Cat	0.5247728733936521
Pi4k2b	Acsl4	0.5049373873466906
Lpcat1	Sftpa1	0.6612181506412398
Lpcat1	Sftpc	0.6394320552338577
Lpcat1	Cd36	0.6683271343259964
Lpcat1	Lamp3	0.6483129920761294
Lpcat1	Slc34a2	0.6671783078757232
Lpcat1	Scd1	0.6129624090411288
Lpcat1	Cxcl15	0.637529361423206
Lpcat1	Chil1	0.5708163435678892
Lpcat1	Napsa	0.5955565005133502
Lpcat1	Etv5	0.6229170129682629
Lpcat1	Cd74	0.5132304931359816
Lpcat1	Hc	0.552573929175884
Lpcat1	Sftpb	0.627222858289653
Lpcat1	Egfl6	0.5378619211737138
Lpcat1	Dram1	0.6013847279276986
Lpcat1	Acsl4	0.5445595290754562
Dcxr	Trf	0.6026258309530891
Dcxr	Cbr2	0.5017772081878487
Dcxr	Scgb1a1	0.5803366954215473
Dcxr	Scgb3a2	0.6388069669912037
Dcxr	Cldn10	0.5349134957552364
Dcxr	Nupr1	0.5481224241894657
Dcxr	Cyp2f2	0.6773529081593379
Dcxr	Hp	0.5796556327246426
Vegfa	Akap5	0.7245332200947697
Vegfa	Cav1	0.6934430693729688
Vegfa	S100a6	0.6277740709533185
Vegfa	Col4a3	0.6637389602233852
Vegfa	Clic5	0.6647522352028521
Vegfa	Pdpn	0.6747986527910523
Vegfa	Tspan8	0.5782560140462533
Vegfa	Dpysl2	0.6595148141628477
Vegfa	Emp2	0.5367005413221254
Vegfa	Ager	0.5680514648561993
Vegfa	Rtkn2	0.6617488849681664
Vegfa	Pmp22	0.5842170598607054
Vegfa	Gprc5a	0.5728976200839884
Vegfa	Itgb6	0.5414044571259875
Vegfa	Sdpr	0.6520194796581686
Vegfa	Lgals3	0.5608962039811246
Vegfa	Timp3	0.5593456705288615
Vegfa	Cldn18	0.5465198198146264
Vegfa	Hopx	0.5923990458323927
Vegfa	Cryab	0.572658433046048
Vegfa	Tmem213	0.5248897230048967
Vegfa	Agrn	0.6257010713898948
Vegfa	Lmo7	0.5954549495845967
Vegfa	Qk	0.5973179369858905
Vegfa	Ahnak	0.6446702477417282
Vegfa	Clic3	0.6167001088789877
Vegfa	Rgcc	0.5531717954123226
Vegfa	Col4a4	0.5241553722484976
Vegfa	Sparc	0.5784101931304332
Vegfa	Limch1	0.5558137496262278
Vegfa	Gja1	0.5869054120485144
Vegfa	Anxa3	0.5670103128877181
Vegfa	Fbln5	0.5588436793121032
Vegfa	Col4a1	0.5467230658620233
Vegfa	Krt7	0.5654220856798472
Vegfa	Msln	0.5188567876274502
Vegfa	Myh9	0.6248640943353679
Atxn1	Akap5	0.7064750481432281
Atxn1	Cav1	0.7089768951692242
Atxn1	Fstl1	0.6232151890406171
Atxn1	S100a6	0.6764937457243176
Atxn1	Col4a3	0.6263263642004189
Atxn1	Clic5	0.6573573678938744
Atxn1	Pdpn	0.7068894321945315
Atxn1	Tspan8	0.5976948994657391
Atxn1	Dpysl2	0.612994399267954
Atxn1	Emp2	0.6232027947177965
Atxn1	Ager	0.5519467208737245
Atxn1	Rtkn2	0.6468352979918461
Atxn1	Pmp22	0.6160760178062471
Atxn1	Gprc5a	0.6228776035599752
Atxn1	Itgb6	0.5835869240774698
Atxn1	Sdpr	0.6065614985747864
Atxn1	Lgals3	0.5750930707717795
Atxn1	Msn	0.5123524295935891
Atxn1	Timp3	0.5279883908124577
Atxn1	Rpl36	0.5634514507531553
Atxn1	Cldn18	0.5557519190223065
Atxn1	Hopx	0.6560170954468557
Atxn1	Tmem213	0.6747080085120398
Atxn1	Agrn	0.6434434550092016
Atxn1	Lmo7	0.5933148086697297
Atxn1	Qk	0.538958572401643
Atxn1	Ahnak	0.6629517144335982
Atxn1	Rgcc	0.5666197869112289
Atxn1	Col4a4	0.5122378657260704
Atxn1	Sparc	0.5246970159391688
Atxn1	Limch1	0.6274780777910703
Atxn1	Ptrf	0.599558701349307
Atxn1	Gja1	0.6154136785706574
Atxn1	Gsn	0.5271453124315905
Atxn1	Cnn2	0.5360737949141019
Atxn1	Fbln5	0.5696632304486575
Atxn1	Krt7	0.6138936289173549
Atxn1	Msln	0.6140893704838757
Atxn1	Myh9	0.6523993350056436
Atxn1	Psat1	0.5015704961059161
Atxn1	Cux1	0.5550374457018038
Atxn1	Vegfa	0.6257664445664923
Rpl27-ps3	Akap5	0.5247055238723427
Rpl27-ps3	Fstl1	0.7953504790865332
Rpl27-ps3	Pdpn	0.5022526664500758
Rpl27-ps3	Dpysl2	0.5430107721415492
Rpl27-ps3	Rtkn2	0.5162711296018315
Rpl27-ps3	Gprc5a	0.5404257527660475
Rpl27-ps3	Sdpr	0.5977850715620503
Rpl27-ps3	Cldn10	0.5306686394058675
Rpl27-ps3	Rpl36	0.8025758818425862
Rpl27-ps3	Hopx	0.5579381950502624
Rpl27-ps3	Tmem213	0.7439885127925238
Rpl27-ps3	Agrn	0.5165292710899508
Rpl27-ps3	Ahnak	0.514122028290393
Rpl27-ps3	Gja1	0.5464558864592143
Rpl27-ps3	Krt7	0.5372120704977573
Rpl27-ps3	Msln	0.5489664725351756
Rpl27-ps3	Myh9	0.6484707283746771
Rpl27-ps3	St13	0.5280159137857824
Rpl27-ps3	Atxn1	0.5036080832585755
Krt19	Akap5	0.6321705535260417
Krt19	Cav1	0.648128378494204
Krt19	Fstl1	0.6650503043468127
Krt19	S100a6	0.703839788627167
Krt19	Col4a3	0.538181280221343
Krt19	Clic5	0.6110782315325124
Krt19	Pdpn	0.6256656780870621
Krt19	Tspan8	0.5085076683440769
Krt19	Dpysl2	0.6347032960870993
Krt19	Emp2	0.5705178271980647
Krt19	Rtkn2	0.5818873078127489
Krt19	Pmp22	0.5602587232466067
Krt19	Gprc5a	0.6178419397403984
Krt19	Itgb6	0.5606139100559177
Krt19	Sdpr	0.6582606694751127
Krt19	Lgals3	0.6439248065050734
Krt19	Rpl36	0.6168338650067499
Krt19	Hopx	0.7083491080536971
Krt19	Cryab	0.6233734927197958
Krt19	Tmem213	0.6749739726917457
Krt19	Agrn	0.5973410388280892
Krt19	Lmo7	0.5754439128119403
Krt19	Qk	0.6107337728052389
Krt19	Ahnak	0.6847305438137858
Krt19	Clic3	0.6531405568459698
Krt19	Cav2	0.5102851658756118
Krt19	Rgcc	0.5939964237738917
Krt19	Sparc	0.5092640623648689
Krt19	Limch1	0.5021572863867357
Krt19	Ptrf	0.5975775986970452
Krt19	Gja1	0.5544225103315306
Krt19	Gsn	0.589157206582909
Krt19	Cnn2	0.5458922750563959
Krt19	Fbln5	0.5489836731570553
Krt19	Krt7	0.718129671145628
Krt19	Msln	0.6142858773149809
Krt19	Myh9	0.6009915008853286
Krt19	Cux1	0.5029873931627136
Krt19	Atxn1	0.5911516323604622
Krt19	Rpl27-ps3	0.6278241938667452
Adgrf5	Sftpa1	0.5432155462142884
Adgrf5	Sftpc	0.5285536490863036
Adgrf5	Cd36	0.5638189134210919
Adgrf5	Lamp3	0.5592609484265776
Adgrf5	Slc34a2	0.5272387046935787
Adgrf5	Scd1	0.5263839070058062
Adgrf5	Napsa	0.5166581783490999
Ano1	Akap5	0.5543191579947753
Ano1	Cav1	0.5471239899749694
Ano1	S100a6	0.5607363664257622
Ano1	Emp2	0.5136041399355334
Ano1	Pmp22	0.5046004809034794
Ano1	Sdpr	0.5343675549054757
Ano1	Gsn	0.5532713858917715
Ano1	Psat1	0.5214983041604068
Uba52	Fstl1	0.7279635605551087
Uba52	Cldn10	0.5185708586407841
Uba52	Rpl36	0.7625200198210411
Uba52	Tmem213	0.6632244979163702
Uba52	Myh9	0.5866020511369738
Uba52	Rpl27-ps3	0.7288143652390301
Uba52	Krt19	0.5547909898873334
Gclc	Lyz2	0.5110952392004819
Gclc	H2-Aa	0.500854590314872
Gclc	Sftpd	0.5282107282566535
Gclc	Ly6e	0.609476569137752
Gclc	H2-Ab1	0.5296531168853026
Tns1	Akap5	0.5495082678888273
Tns1	Cav1	0.5872854614203454
Tns1	S100a6	0.5263954387686762
Tns1	Tspan8	0.5386799184538308
Tns1	Emp2	0.5007438799116088
Tns1	Rtkn2	0.5472858968175698
Tns1	Hopx	0.5630558307660747
Tns1	Gsn	0.5080524925328995
Tns1	Cnn2	0.6067112048778704
Tns1	Cux1	0.5235601255538819
Ank3	Lyz2	0.523557695040533
Ank3	Sftpa1	0.569949809619228
Ank3	Cd36	0.5583173823033436
Ank3	Lamp3	0.5592226152783156
Ank3	Slc34a2	0.563301195931911
Ank3	Scd1	0.6009008774881572
Ank3	H2-Aa	0.5413689969042095
Ank3	Cxcl15	0.538856960018682
Ank3	Sftpd	0.5585212557246122
Ank3	Ly6e	0.5117128646605685
Ank3	Cd74	0.5166479351620932
Ank3	H2-Ab1	0.5188766951730027
Ank3	Hc	0.5386799412080795
Ank3	Acot7	0.6081101951682468
Id3	Akap5	0.6680638425477323
Id3	Cav1	0.6434475548922208
Id3	Fstl1	0.6170123374967363
Id3	S100a6	0.6018078245544739
Id3	Col4a3	0.572696685634516
Id3	Clic5	0.5982022783155598
Id3	Pdpn	0.6592243117025679
Id3	Tspan8	0.6394877888989445
Id3	Dpysl2	0.6720792267154503
Id3	Emp2	0.5864516259299438
Id3	Ager	0.5628745723481892
Id3	Rtkn2	0.6440464201613678
Id3	Pmp22	0.6111166466990811
Id3	Gprc5a	0.5875499151899889
Id3	Sdpr	0.6128286583187276
Id3	Lgals3	0.5104139514702327
Id3	Msn	0.5623123525553578
Id3	Rpl36	0.5514851152196082
Id3	Cldn18	0.5371037040105829
Id3	Hopx	0.6717698158691159
Id3	Tmem213	0.6154074771257552
Id3	Agrn	0.5681941360468625
Id3	Ahnak	0.6002675800319686
Id3	Clic3	0.5112747224869378
Id3	Lamc2	0.5145742836810241
Id3	Rgcc	0.5254596938475379
Id3	Col4a4	0.5928746766344739
Id3	Limch1	0.6010812831427935
Id3	Ptrf	0.5663467290299775
Id3	Gja1	0.5555600238411302
Id3	Msln	0.6194252486125686
Id3	Myh9	0.6033850490661395
Id3	Cux1	0.6412460047388637
Id3	Atxn1	0.5276459461324862
Wdr45	Akap5	0.674160961961496
Wdr45	Cav1	0.673418506728807
Wdr45	Fstl1	0.5540124127734983
Wdr45	S100a6	0.6775839951278846
Wdr45	Col4a3	0.5582027403874897
Wdr45	Clic5	0.5797710249176424
Wdr45	Pdpn	0.6452514228139449
Wdr45	Tspan8	0.5477411516147759
Wdr45	Dpysl2	0.6264204590095604
Wdr45	Emp2	0.5205837738699631
Wdr45	Ager	0.6044471196800305
Wdr45	Rtkn2	0.6269524760014593
Wdr45	Pmp22	0.5575941746656635
Wdr45	Gprc5a	0.586170787320554
Wdr45	Sdpr	0.5892837891541309
Wdr45	Tmem37	0.5111874720382078
Wdr45	Lgals3	0.602145780066739
Wdr45	Msn	0.5200652151093322
Wdr45	Rpl36	0.5197312277923145
Wdr45	Cldn18	0.5178446957225402
Wdr45	Hopx	0.6889169797687115
Wdr45	Cryab	0.5876775604837425
Wdr45	Tmem213	0.583405478831625
Wdr45	Agrn	0.5617761156889663
Wdr45	Lmo7	0.5605432785957987
Wdr45	Qk	0.5661043060648832
Wdr45	Ahnak	0.599215847025502
Wdr45	Clic3	0.6199749936423828
Wdr45	Lamc2	0.5404788822781891
Wdr45	Rgcc	0.5763844265275427
Wdr45	Col4a4	0.576470312361968
Wdr45	Sparc	0.5203119375475765
Wdr45	Limch1	0.598458840906747
Wdr45	Ptrf	0.5572850965628956
Wdr45	Gja1	0.5387464580197672
Wdr45	Gsn	0.5344650905637313
Wdr45	Cnn2	0.5509706408721414
Wdr45	Fbln5	0.5486424080774126
Wdr45	Krt7	0.5892577094318929
Wdr45	Msln	0.6382368582000835
Wdr45	Myh9	0.5794555432672099
Wdr45	Atxn1	0.5523032330408226
Wdr45	Krt19	0.6135125281451148
Idi1	Lamp3	0.5029462964436139
Idi1	Scd1	0.5369078109940001
Plp2	Akap5	0.5852547633924985
Plp2	Cav1	0.574897115061206
Plp2	S100a6	0.5532567391298159
Plp2	Col4a3	0.5471126929097798
Plp2	Clic5	0.5459360650591856
Plp2	Pdpn	0.5625924994178634
Plp2	Dpysl2	0.5173283329585125
Plp2	Rtkn2	0.5228226366882626
Plp2	Pmp22	0.5580769549800589
Plp2	Gprc5a	0.5395049662373462
Plp2	Sdpr	0.5122858619599715
Plp2	Lgals3	0.5377256309591651
Plp2	Hopx	0.5803276241526335
Plp2	Agrn	0.520532674390675
Plp2	Lmo7	0.5192851927597589
Plp2	Ahnak	0.5351702666076728
Plp2	Clic3	0.5190813732992277
Plp2	Cav2	0.5017226953399845
Plp2	Ptrf	0.5000186697885373
Plp2	Krt7	0.5381220191782272
Plp2	Myh9	0.5143883359604494
Plp2	Psat1	0.5243255595903148
Plp2	Vegfa	0.5178116773605115
Plp2	Krt19	0.5225882178587131
Lama5	Akap5	0.5844411598156942
Lama5	Cav1	0.578303698539865
Lama5	S100a6	0.5810811817022326
Lama5	Col4a3	0.599195458599909
Lama5	Pdpn	0.536742086011464
Lama5	Tspan8	0.5757179719386825
Lama5	Dpysl2	0.5252178939415687
Lama5	Ager	0.5576817516928609
Lama5	Gprc5a	0.535183284196394
Lama5	Itgb6	0.5091347024202095
Lama5	Tmem37	0.521590883890366
Lama5	Lgals3	0.5131299386342983
Lama5	Cldn18	0.5699207283600549
Lama5	Hopx	0.5414557098877124
Lama5	Agrn	0.5294431588878964
Lama5	Lmo7	0.5005213905407113
Lama5	Sparc	0.5143819708695678
Lama5	Gsn	0.5484178285703365
Lama5	Col4a2	0.5473293924849035
Lama5	Cux1	0.5517349008183097
Sema3a	Akap5	0.5843772561247403
Sema3a	Cav1	0.6090047532451768
Sema3a	S100a6	0.5811337357702658
Sema3a	Clic5	0.5643875256943105
Sema3a	Pdpn	0.5916832792039376
Sema3a	Dpysl2	0.5129214277032577
Sema3a	Rtkn2	0.6276897777156034
Sema3a	Sdpr	0.6426921911456598
Sema3a	Lgals3	0.5022151222688358
Sema3a	Hopx	0.5395634379815327
Sema3a	Lmo7	0.5644076221515645
Sema3a	Qk	0.5624068820995545
Sema3a	Ahnak	0.6202869711334021
Sema3a	Limch1	0.5756635130450212
Sema3a	Ptrf	0.521350090111805
Sema3a	Fbln5	0.5848361460505596
Sema3a	Msln	0.5262425155581851
Sema3a	Myh9	0.5438972562222772
Edn3	Akap5	0.5384670254863255
Edn3	Cav1	0.6100017326597565
Edn3	Col4a3	0.5846328543337312
Edn3	Emp2	0.5024074350713298
Edn3	Rtkn2	0.5199784476965706
Edn3	Itgb6	0.5220934722928462
Edn3	Sdpr	0.5484282453426027
Edn3	Tmem37	0.5791389172783389
Edn3	Lama5	0.5570361133657153
Upk3a	Trf	0.5246660920414902
Upk3a	Scgb1a1	0.7673044136986309
Upk3a	Scgb3a2	0.851734864181185
Upk3a	Cldn10	0.6095480381786703
Upk3a	Cyp2f2	0.7987409333599288
Upk3a	Hp	0.6768055050618361
Upk3a	Aldh1a7	0.6485231792333811
Upk3a	Dcxr	0.6192888189234674
Arhgef26	Akap5	0.7291847117386067
Arhgef26	Cav1	0.7014353046721065
Arhgef26	Fstl1	0.5834960550473911
Arhgef26	S100a6	0.7184267186399359
Arhgef26	Col4a3	0.6120461413756821
Arhgef26	Clic5	0.6516218926091485
Arhgef26	Pdpn	0.7262528209063231
Arhgef26	Tspan8	0.6403418692864976
Arhgef26	Dpysl2	0.6240094550371187
Arhgef26	Emp2	0.5627286414881454
Arhgef26	Ager	0.5848803919942839
Arhgef26	Rtkn2	0.6900345789751017
Arhgef26	Pmp22	0.5721528080415484
Arhgef26	Gprc5a	0.603290148803852
Arhgef26	Itgb6	0.533314922567825
Arhgef26	Sdpr	0.694550667036735
Arhgef26	Lgals3	0.5867169710916886
Arhgef26	Msn	0.5112520507767679
Arhgef26	Rpl36	0.5123443480814118
Arhgef26	Cldn18	0.5614454013552581
Arhgef26	Hopx	0.6822919507907849
Arhgef26	Cryab	0.5608808725521205
Arhgef26	Tmem213	0.6284085589726884
Arhgef26	Agrn	0.5976920119217182
Arhgef26	Lmo7	0.5848320780943147
Arhgef26	Qk	0.5784405963766134
Arhgef26	Ahnak	0.6360867193642539
Arhgef26	Clic3	0.594671924064373
Arhgef26	Rgcc	0.6071353424741733
Arhgef26	Col4a4	0.5947734515146557
Arhgef26	Sparc	0.5182555678082166
Arhgef26	Limch1	0.6596791317507419
Arhgef26	Ptrf	0.5627464348467784
Arhgef26	Gja1	0.5317942233591005
Arhgef26	Fbln5	0.540253910012727
Arhgef26	Krt7	0.5653890285602828
Arhgef26	Msln	0.6242757586270037
Arhgef26	Myh9	0.6493316092087861
Arhgef26	Hs2st1	0.5842900728364698
Arhgef26	Cux1	0.540682916730436
Arhgef26	Vegfa	0.5818259705967849
Arhgef26	Atxn1	0.5800099340271553
Arhgef26	Rpl27-ps3	0.5099667872718765
Arhgef26	Krt19	0.5448980270580199
Arhgef26	Wdr45	0.6332665664788882
Tmod3	Cav1	0.5279564840657008
Tmod3	S100a6	0.5257118664989798
Tmod3	Clic5	0.5541677921827445
Tmod3	Pdpn	0.5131249334169798
Tmod3	Dpysl2	0.5031025006810786
Tmod3	Lgals3	0.5726052902420133
Tmod3	Hopx	0.5304026157670658
Tmod3	Lmo7	0.5123388104128792
Tmod3	Ahnak	0.6076717055080175
Tmod3	Clic3	0.5444507353817989
Tmod3	Rgcc	0.5168313239711944
Tmod3	Ptrf	0.5617763952487261
Tmod3	Krt7	0.5053820115493911
Tmod3	Myh9	0.5773360836342536
Tmod3	Krt19	0.5470971579680468
Fam174b	Akap5	0.5336793136709608
Fam174b	Cav1	0.5611993358421784
Fam174b	S100a6	0.6113253919170395
Fam174b	Clic5	0.522526980751028
Fam174b	Sdpr	0.5102978924789491
Fam174b	Msn	0.5121911889562885
Fam174b	Hopx	0.5394296919937954
Fam174b	Ahnak	0.5049556359342899
Fam174b	Clic3	0.5189825454106277
Retnla	Trf	0.5711147535704716
Ldhb	Trf	0.5523353236812499
Ldhb	Cbr2	0.5702997002462676
Ldhb	Nupr1	0.577541955405042
Ldhb	Hp	0.5138762672747366
Ldhb	Aldh1a7	0.5471158436346171
Samhd1	Cav1	0.5041819508180887
Samhd1	Col4a3	0.5655019381969767
Samhd1	Dpysl2	0.5111642063226067
Samhd1	Pmp22	0.589937399381414
Samhd1	Lgals3	0.5283004319446657
Pxdn	Akap5	0.6729433553723113
Pxdn	Cav1	0.6879412519943537
Pxdn	S100a6	0.665701222401142
Pxdn	Col4a3	0.5004656162335175
Pxdn	Clic5	0.5912114578074311
Pxdn	Pdpn	0.6746865545192196
Pxdn	Tspan8	0.5527033171105746
Pxdn	Dpysl2	0.570276143267504
Pxdn	Emp2	0.5622282633071953
Pxdn	Ager	0.5699315774994747
Pxdn	Rtkn2	0.7363067568152731
Pxdn	Pmp22	0.5305550055902982
Pxdn	Gprc5a	0.5611023331285871
Pxdn	Sdpr	0.6318197690944432
Pxdn	Msn	0.5028816398160528
Pxdn	Hopx	0.5817406681459871
Pxdn	Tmem213	0.5336478206377315
Pxdn	Agrn	0.5298485077167303
Pxdn	Lmo7	0.5214077990657984
Pxdn	Ahnak	0.5557675476461459
Pxdn	Clic3	0.5279106731090183
Pxdn	Rgcc	0.5439254765794211
Pxdn	Col4a4	0.5573364822459931
Pxdn	Sparc	0.5079071958354762
Pxdn	Limch1	0.5989483768693545
Pxdn	Cnn2	0.5961836612136072
Pxdn	Fbln5	0.5679359954158013
Pxdn	Msln	0.5565761014945375
Pxdn	Myh9	0.5632548386393718
Pxdn	Cux1	0.5148659069217455
Pxdn	Vegfa	0.57992444817587
Pxdn	Atxn1	0.5710819919369847
Pxdn	Id3	0.5278718012597042
Pxdn	Wdr45	0.5523345376689616
Pxdn	Sema3a	0.5344380225822503
Pxdn	Arhgef26	0.6710651236162832
S100a10	Lgals3	0.5017635414367008
Tjp1	Akap5	0.6357300862052917
Tjp1	Cav1	0.6451628318039274
Tjp1	Fstl1	0.520941498405401
Tjp1	S100a6	0.6048861481776271
Tjp1	Col4a3	0.6156682071724209
Tjp1	Clic5	0.6147047377063668
Tjp1	Pdpn	0.6508284669866978
Tjp1	Tspan8	0.552859356226455
Tjp1	Dpysl2	0.5931530936088734
Tjp1	Emp2	0.531742594698193
Tjp1	Ager	0.5503062756130848
Tjp1	Rtkn2	0.5426296804311195
Tjp1	Pmp22	0.5745343761366681
Tjp1	Gprc5a	0.5307112662182062
Tjp1	Itgb6	0.5410086187144074
Tjp1	Sdpr	0.5364426745487373
Tjp1	Tmem37	0.5181302352132605
Tjp1	Lgals3	0.6080976729034042
Tjp1	Msn	0.5887094968310074
Tjp1	Timp3	0.5686361426247891
Tjp1	Cldn18	0.5642591908967318
Tjp1	Hopx	0.6694944117587756
Tjp1	Cryab	0.5534892010835931
Tjp1	Agrn	0.5365912603579056
Tjp1	Lmo7	0.6037366219939191
Tjp1	Ahnak	0.634307751088385
Tjp1	Clic3	0.6250447568125863
Tjp1	Sparc	0.5186667078399554
Tjp1	Limch1	0.6027648067342878
Tjp1	Ptrf	0.5430625374820255
Tjp1	Fbln5	0.5630958293734267
Tjp1	Krt7	0.5475265911623975
Tjp1	Msln	0.5032817972188012
Tjp1	Myh9	0.5263199854568348
Tjp1	Cux1	0.5394983956314701
Tjp1	Vegfa	0.5033963404608576
Tjp1	Atxn1	0.5445532553878335
Tjp1	Krt19	0.5036362080109718
Tjp1	Id3	0.5660591547909228
Tjp1	Wdr45	0.5859588568894625
Tjp1	Plp2	0.5773441160814969
Tjp1	Sema3a	0.5082416349093002
Tjp1	Arhgef26	0.560894739676901
Igfbp6	Akap5	0.696368406944999
Igfbp6	Cav1	0.6582898990415558
Igfbp6	S100a6	0.5995471721666968
Igfbp6	Col4a3	0.6084758665350704
Igfbp6	Clic5	0.6039211501564343
Igfbp6	Pdpn	0.7040667313434747
Igfbp6	Tspan8	0.6102469403097933
Igfbp6	Dpysl2	0.6174864116513683
Igfbp6	Emp2	0.537066997232508
Igfbp6	Ager	0.634304706013326
Igfbp6	Rtkn2	0.6891593501136569
Igfbp6	Pmp22	0.5406365555463118
Igfbp6	Gprc5a	0.5862196320325918
Igfbp6	Itgb6	0.5918444291604741
Igfbp6	Sdpr	0.6327884550360015
Igfbp6	Tmem37	0.5991148963102596
Igfbp6	Lgals3	0.5813867008655874
Igfbp6	Msn	0.5664824159946887
Igfbp6	Cldn18	0.522260798193958
Igfbp6	Hopx	0.5975995869629451
Igfbp6	Cryab	0.5076038090680433
Igfbp6	Agrn	0.5880826160522963
Igfbp6	Lmo7	0.5700482327012546
Igfbp6	Qk	0.523176055798528
Igfbp6	Ahnak	0.5560777704386511
Igfbp6	Clic3	0.5231879899253234
Igfbp6	Cav2	0.5749853837344919
Igfbp6	Rgcc	0.5873166320735448
Igfbp6	Col4a4	0.6078639517341793
Igfbp6	Sparc	0.5097794342634714
Igfbp6	Limch1	0.5893688100913301
Igfbp6	Ptrf	0.5385580933244554
Igfbp6	Fbln5	0.6032067216253844
Igfbp6	Msln	0.5991057080975313
Igfbp6	Myh9	0.5199031545137419
Igfbp6	Cux1	0.5287179492463265
Igfbp6	Vegfa	0.5254315332710515
Igfbp6	Atxn1	0.5152270191047938
Igfbp6	Id3	0.5405349779919801
Igfbp6	Wdr45	0.581966523924492
Igfbp6	Arhgef26	0.5868280312187596
Igfbp6	Pxdn	0.5804997835930801
Igfbp6	Tjp1	0.5154986012889222
Lgals9	H2-Aa	0.5442991060143516
Lgals9	Cd74	0.5851400463497654
Lgals9	H2-Ab1	0.5483396170955794
Lgals9	H2-Eb1	0.5753294021517072
Lgals9	Acot7	0.5973868240838548
Usp8	Baiap2l1	0.5171803245206376
Dag1	Akap5	0.7240123119698036
Dag1	Cav1	0.7087926361820787
Dag1	Fstl1	0.6601238415398819
Dag1	S100a6	0.6773624783016146
Dag1	Col4a3	0.621891946507146
Dag1	Clic5	0.6758478384949947
Dag1	Pdpn	0.775055904070451
Dag1	Tspan8	0.6341753497161005
Dag1	Dpysl2	0.6648772362783074
Dag1	Emp2	0.6356837659345466
Dag1	Ager	0.600907307704122
Dag1	Rtkn2	0.710234815548451
Dag1	Pmp22	0.5601342996140847
Dag1	Gprc5a	0.6081262482614778
Dag1	Itgb6	0.5251878423026004
Dag1	Sdpr	0.7211857985366462
Dag1	Lgals3	0.6516867992485644
Dag1	Msn	0.509728775614894
Dag1	Timp3	0.50288439673437
Dag1	Rpl36	0.5512976829302081
Dag1	Cldn18	0.5191726699054416
Dag1	Hopx	0.6707089092756714
Dag1	Cryab	0.5481207462008522
Dag1	Tmem213	0.6220432682243131
Dag1	Agrn	0.6488563953338106
Dag1	Lmo7	0.5316409751540763
Dag1	Qk	0.6078192461577392
Dag1	Ahnak	0.6896116727997318
Dag1	Clic3	0.56865807664584
Dag1	Lamc2	0.5455658097573179
Dag1	Rgcc	0.5996918382229335
Dag1	Col4a4	0.6047218612406272
Dag1	Sparc	0.563089992591808
Dag1	Limch1	0.6770300303316907
Dag1	Ptrf	0.5911730182433894
Dag1	Gja1	0.6549930704302875
Dag1	Cnn2	0.5304523789270311
Dag1	Fbln5	0.6942745800896674
Dag1	Krt7	0.5351277701984356
Dag1	Msln	0.6719328407333509
Dag1	Myh9	0.6573606066761388
Dag1	Col4a2	0.5407622099788381
Dag1	Cux1	0.6118432064064949
Dag1	Vegfa	0.561533167350856
